report_day,report_time,OBCC,wind_dir,wind_speed_mps,wind_gust_mps,visibility_m,temp_c,dewpoint_c,pressure_hpa,source_file
05-22,05:24,ZGGG,170.0,5.0,0.0,9999.0,33.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,05:30,ZGGG,240.0,6.0,0.0,9999.0,31.0,26.0,1006.0,weather_caac_report_20250522.csv
05-22,06:00,ZGGG,280.0,4.0,0.0,9999.0,28.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,06:05,ZGGG,240.0,8.0,13.0,6000.0,28.0,24.0,1006.0,weather_caac_report_20250522.csv
05-22,06:30,ZGGG,-1.0,3.0,0.0,9999.0,25.0,23.0,1006.0,weather_caac_report_20250522.csv
05-22,07:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,23.0,1006.0,weather_caac_report_20250522.csv
05-22,07:05,ZGGG,360.0,2.0,0.0,9999.0,26.0,24.0,1006.0,weather_caac_report_20250522.csv
05-22,07:30,ZGGG,60.0,3.0,0.0,9999.0,26.0,24.0,1006.0,weather_caac_report_20250522.csv
05-22,08:00,ZGGG,80.0,3.0,0.0,9999.0,26.0,24.0,1005.0,weather_caac_report_20250522.csv
05-22,08:30,ZGGG,80.0,2.0,0.0,9999.0,26.0,24.0,1004.0,weather_caac_report_20250522.csv
05-22,09:00,ZGGG,60.0,2.0,0.0,9999.0,27.0,25.0,1004.0,weather_caac_report_20250522.csv
05-22,09:30,ZGGG,50.0,4.0,0.0,9999.0,26.0,25.0,1004.0,weather_caac_report_20250522.csv
05-22,10:00,ZGGG,80.0,4.0,0.0,9999.0,26.0,25.0,1004.0,weather_caac_report_20250522.csv
05-22,10:30,ZGGG,80.0,3.0,0.0,9999.0,26.0,25.0,1004.0,weather_caac_report_20250522.csv
05-22,11:00,ZGGG,50.0,3.0,0.0,9999.0,26.0,24.0,1005.0,weather_caac_report_20250522.csv
05-22,11:30,ZGGG,40.0,2.0,0.0,9999.0,26.0,24.0,1005.0,weather_caac_report_20250522.csv
05-22,12:00,ZGGG,60.0,2.0,0.0,9999.0,26.0,24.0,1005.0,weather_caac_report_20250522.csv
05-22,12:30,ZGGG,60.0,3.0,0.0,9999.0,26.0,24.0,1005.0,weather_caac_report_20250522.csv
05-22,13:00,ZGGG,70.0,3.0,0.0,9999.0,26.0,25.0,1005.0,weather_caac_report_20250522.csv
05-22,13:30,ZGGG,60.0,2.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,14:00,ZGGG,40.0,2.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,14:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,15:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,15:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,16:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,16:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250522.csv
05-22,17:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1005.0,weather_caac_report_20250522.csv
05-22,17:30,ZGGG,50.0,2.0,0.0,9999.0,27.0,25.0,1005.0,weather_caac_report_20250522.csv
05-22,18:00,ZGGG,90.0,1.0,0.0,9999.0,27.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,18:30,ZGGG,70.0,1.0,0.0,9999.0,26.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,19:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,19:30,ZGGG,80.0,1.0,0.0,9999.0,26.0,25.0,1005.0,weather_caac_report_20250522.csv
05-22,20:00,ZGGG,50.0,1.0,0.0,9999.0,26.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,20:30,ZGGG,-1.0,1.0,0.0,9999.0,27.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,21:00,ZGGG,110.0,1.0,0.0,9999.0,27.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,21:30,ZGGG,-1.0,1.0,0.0,9999.0,27.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,22:00,ZGGG,-1.0,1.0,0.0,9999.0,27.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,22:30,ZGGG,150.0,1.0,0.0,9999.0,27.0,26.0,1005.0,weather_caac_report_20250522.csv
05-22,23:00,ZGGG,160.0,2.0,0.0,9999.0,28.0,26.0,1006.0,weather_caac_report_20250522.csv
05-22,23:30,ZGGG,-1.0,1.0,0.0,9999.0,28.0,26.0,1006.0,weather_caac_report_20250522.csv
05-23,00:00,ZGGG,-1.0,1.0,0.0,9999.0,29.0,27.0,1007.0,weather_caac_report_20250523.csv
05-23,00:30,ZGGG,-1.0,1.0,0.0,9999.0,30.0,27.0,1007.0,weather_caac_report_20250523.csv
05-23,01:00,ZGGG,170.0,3.0,0.0,9999.0,30.0,26.0,1007.0,weather_caac_report_20250523.csv
05-23,01:30,ZGGG,-1.0,3.0,0.0,9999.0,30.0,26.0,1007.0,weather_caac_report_20250523.csv
05-23,02:00,ZGGG,180.0,3.0,0.0,9999.0,31.0,27.0,1007.0,weather_caac_report_20250523.csv
05-23,02:30,ZGGG,200.0,4.0,0.0,9999.0,31.0,26.0,1007.0,weather_caac_report_20250523.csv
05-23,03:00,ZGGG,180.0,5.0,0.0,9999.0,33.0,26.0,1006.0,weather_caac_report_20250523.csv
05-23,03:30,ZGGG,180.0,5.0,0.0,9999.0,33.0,26.0,1006.0,weather_caac_report_20250523.csv
05-23,03:49,ZGGG,190.0,6.0,0.0,6000.0,33.0,25.0,1005.0,weather_caac_report_20250523.csv
05-23,03:53,ZGGG,200.0,6.0,0.0,6000.0,32.0,26.0,1005.0,weather_caac_report_20250523.csv
05-23,04:00,ZGGG,230.0,6.0,0.0,6000.0,30.0,26.0,1005.0,weather_caac_report_20250523.csv
05-23,04:15,ZGGG,240.0,3.0,0.0,9999.0,30.0,27.0,1005.0,weather_caac_report_20250523.csv
05-23,04:30,ZGGG,-1.0,3.0,0.0,9999.0,30.0,27.0,1005.0,weather_caac_report_20250523.csv
05-23,04:49,ZGGG,280.0,3.0,0.0,9999.0,30.0,27.0,1005.0,weather_caac_report_20250523.csv
05-23,05:00,ZGGG,-1.0,2.0,0.0,9999.0,29.0,27.0,1005.0,weather_caac_report_20250523.csv
05-23,05:05,ZGGG,-1.0,1.0,0.0,7000.0,29.0,26.0,1005.0,weather_caac_report_20250523.csv
05-23,05:23,ZGGG,230.0,3.0,0.0,6000.0,28.0,26.0,1005.0,weather_caac_report_20250523.csv
05-23,05:30,ZGGG,-1.0,1.0,0.0,4000.0,28.0,27.0,1005.0,weather_caac_report_20250523.csv
05-23,05:55,ZGGG,150.0,3.0,0.0,4000.0,29.0,25.0,1005.0,weather_caac_report_20250523.csv
05-23,06:00,ZGGG,140.0,3.0,0.0,7000.0,28.0,25.0,1005.0,weather_caac_report_20250523.csv
05-23,06:24,ZGGG,10.0,5.0,0.0,7000.0,28.0,26.0,1005.0,weather_caac_report_20250523.csv
05-23,06:30,ZGGG,360.0,5.0,0.0,3500.0,27.0,25.0,1006.0,weather_caac_report_20250523.csv
05-23,06:47,ZGGG,290.0,5.0,0.0,5000.0,26.0,26.0,1006.0,weather_caac_report_20250523.csv
05-23,07:00,ZGGG,330.0,2.0,0.0,7000.0,26.0,26.0,1006.0,weather_caac_report_20250523.csv
05-23,07:21,ZGGG,240.0,3.0,0.0,8000.0,26.0,25.0,1006.0,weather_caac_report_20250523.csv
05-23,07:30,ZGGG,230.0,2.0,0.0,8000.0,26.0,25.0,1006.0,weather_caac_report_20250523.csv
05-23,08:00,ZGGG,160.0,3.0,0.0,8000.0,25.0,25.0,1006.0,weather_caac_report_20250523.csv
05-23,08:30,ZGGG,-1.0,1.0,0.0,8000.0,25.0,24.0,1006.0,weather_caac_report_20250523.csv
05-23,09:00,ZGGG,70.0,2.0,0.0,9999.0,25.0,24.0,1006.0,weather_caac_report_20250523.csv
05-23,09:30,ZGGG,30.0,2.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250523.csv
05-23,10:00,ZGGG,110.0,2.0,0.0,9999.0,26.0,25.0,1006.0,weather_caac_report_20250523.csv
05-23,10:30,ZGGG,170.0,2.0,0.0,8000.0,26.0,25.0,1007.0,weather_caac_report_20250523.csv
05-23,11:00,ZGGG,210.0,2.0,0.0,8000.0,25.0,25.0,1007.0,weather_caac_report_20250523.csv
05-23,11:30,ZGGG,200.0,2.0,0.0,8000.0,25.0,25.0,1007.0,weather_caac_report_20250523.csv
05-23,12:00,ZGGG,-1.0,1.0,0.0,8000.0,25.0,25.0,1008.0,weather_caac_report_20250523.csv
05-23,12:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250523.csv
05-23,13:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,26.0,1008.0,weather_caac_report_20250523.csv
05-23,13:30,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250523.csv
05-23,14:00,ZGGG,80.0,1.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250523.csv
05-23,14:30,ZGGG,340.0,4.0,0.0,9999.0,26.0,24.0,1009.0,weather_caac_report_20250523.csv
05-23,15:00,ZGGG,320.0,4.0,0.0,9999.0,26.0,24.0,1009.0,weather_caac_report_20250523.csv
05-23,15:30,ZGGG,340.0,4.0,0.0,9999.0,26.0,24.0,1009.0,weather_caac_report_20250523.csv
05-23,16:00,ZGGG,350.0,4.0,0.0,9999.0,25.0,23.0,1009.0,weather_caac_report_20250523.csv
05-23,16:30,ZGGG,340.0,4.0,0.0,9999.0,25.0,23.0,1009.0,weather_caac_report_20250523.csv
05-23,17:00,ZGGG,340.0,3.0,0.0,9999.0,25.0,23.0,1009.0,weather_caac_report_20250523.csv
05-23,17:30,ZGGG,340.0,4.0,0.0,9999.0,25.0,22.0,1009.0,weather_caac_report_20250523.csv
05-23,18:00,ZGGG,340.0,4.0,0.0,9999.0,25.0,22.0,1009.0,weather_caac_report_20250523.csv
05-23,18:30,ZGGG,340.0,3.0,0.0,9999.0,25.0,23.0,1009.0,weather_caac_report_20250523.csv
05-23,19:00,ZGGG,350.0,2.0,0.0,9999.0,25.0,23.0,1008.0,weather_caac_report_20250523.csv
05-23,19:30,ZGGG,330.0,2.0,0.0,9999.0,25.0,22.0,1009.0,weather_caac_report_20250523.csv
05-23,20:00,ZGGG,310.0,4.0,0.0,9999.0,25.0,22.0,1009.0,weather_caac_report_20250523.csv
05-23,20:30,ZGGG,330.0,5.0,0.0,9999.0,25.0,22.0,1009.0,weather_caac_report_20250523.csv
05-23,21:00,ZGGG,340.0,4.0,0.0,9999.0,24.0,21.0,1009.0,weather_caac_report_20250523.csv
05-23,21:30,ZGGG,350.0,4.0,0.0,9999.0,24.0,21.0,1009.0,weather_caac_report_20250523.csv
05-23,22:00,ZGGG,340.0,4.0,0.0,9999.0,24.0,21.0,1009.0,weather_caac_report_20250523.csv
05-23,22:30,ZGGG,330.0,3.0,0.0,9999.0,24.0,21.0,1010.0,weather_caac_report_20250523.csv
05-23,23:00,ZGGG,340.0,4.0,0.0,9999.0,24.0,21.0,1010.0,weather_caac_report_20250523.csv
05-23,23:30,ZGGG,330.0,5.0,0.0,9999.0,24.0,21.0,1011.0,weather_caac_report_20250523.csv
05-24,00:00,ZGGG,360.0,4.0,0.0,9999.0,24.0,22.0,1011.0,weather_caac_report_20250524.csv
05-24,00:30,ZGGG,20.0,6.0,0.0,9999.0,25.0,21.0,1011.0,weather_caac_report_20250524.csv
05-24,01:00,ZGGG,10.0,3.0,0.0,9999.0,26.0,22.0,1011.0,weather_caac_report_20250524.csv
05-24,01:30,ZGGG,10.0,7.0,0.0,9999.0,27.0,21.0,1012.0,weather_caac_report_20250524.csv
05-24,02:00,ZGGG,10.0,7.0,0.0,9999.0,27.0,21.0,1012.0,weather_caac_report_20250524.csv
05-24,02:30,ZGGG,360.0,7.0,0.0,9999.0,26.0,21.0,1012.0,weather_caac_report_20250524.csv
05-24,03:00,ZGGG,10.0,7.0,0.0,9999.0,27.0,21.0,1012.0,weather_caac_report_20250524.csv
05-24,03:30,ZGGG,360.0,8.0,0.0,9999.0,26.0,21.0,1012.0,weather_caac_report_20250524.csv
05-24,04:00,ZGGG,360.0,8.0,0.0,9999.0,27.0,20.0,1011.0,weather_caac_report_20250524.csv
05-24,04:30,ZGGG,20.0,9.0,0.0,9999.0,26.0,18.0,1011.0,weather_caac_report_20250524.csv
05-24,05:00,ZGGG,10.0,8.0,0.0,9999.0,26.0,17.0,1011.0,weather_caac_report_20250524.csv
05-24,05:30,ZGGG,20.0,7.0,0.0,9999.0,27.0,18.0,1011.0,weather_caac_report_20250524.csv
05-24,06:00,ZGGG,10.0,7.0,0.0,9999.0,27.0,18.0,1011.0,weather_caac_report_20250524.csv
05-24,06:30,ZGGG,10.0,6.0,0.0,9999.0,27.0,18.0,1011.0,weather_caac_report_20250524.csv
05-24,07:00,ZGGG,360.0,7.0,0.0,9999.0,28.0,17.0,1010.0,weather_caac_report_20250524.csv
05-24,07:30,ZGGG,10.0,8.0,0.0,9999.0,28.0,16.0,1011.0,weather_caac_report_20250524.csv
05-24,08:00,ZGGG,360.0,8.0,0.0,9999.0,27.0,16.0,1011.0,weather_caac_report_20250524.csv
05-24,08:30,ZGGG,360.0,8.0,0.0,9999.0,27.0,16.0,1011.0,weather_caac_report_20250524.csv
05-24,09:00,ZGGG,10.0,8.0,0.0,9999.0,27.0,16.0,1011.0,weather_caac_report_20250524.csv
05-24,09:30,ZGGG,340.0,6.0,0.0,9999.0,26.0,18.0,1011.0,weather_caac_report_20250524.csv
05-24,10:00,ZGGG,330.0,6.0,0.0,9999.0,26.0,17.0,1011.0,weather_caac_report_20250524.csv
05-24,10:30,ZGGG,340.0,6.0,0.0,9999.0,25.0,18.0,1012.0,weather_caac_report_20250524.csv
05-24,11:00,ZGGG,350.0,5.0,0.0,9999.0,25.0,18.0,1012.0,weather_caac_report_20250524.csv
05-24,11:30,ZGGG,340.0,5.0,0.0,9999.0,25.0,18.0,1013.0,weather_caac_report_20250524.csv
05-24,12:00,ZGGG,340.0,6.0,0.0,9999.0,25.0,17.0,1013.0,weather_caac_report_20250524.csv
05-24,12:30,ZGGG,330.0,6.0,0.0,9999.0,24.0,16.0,1013.0,weather_caac_report_20250524.csv
05-24,13:00,ZGGG,340.0,5.0,0.0,9999.0,24.0,16.0,1014.0,weather_caac_report_20250524.csv
05-24,13:30,ZGGG,10.0,6.0,0.0,9999.0,24.0,15.0,1014.0,weather_caac_report_20250524.csv
05-24,14:00,ZGGG,360.0,6.0,0.0,9999.0,24.0,15.0,1014.0,weather_caac_report_20250524.csv
05-24,14:30,ZGGG,10.0,6.0,0.0,9999.0,24.0,15.0,1014.0,weather_caac_report_20250524.csv
05-24,15:00,ZGGG,10.0,5.0,0.0,9999.0,24.0,14.0,1014.0,weather_caac_report_20250524.csv
05-24,15:30,ZGGG,10.0,5.0,0.0,9999.0,24.0,14.0,1014.0,weather_caac_report_20250524.csv
05-24,16:00,ZGGG,360.0,6.0,0.0,9999.0,24.0,13.0,1014.0,weather_caac_report_20250524.csv
05-24,16:30,ZGGG,330.0,4.0,0.0,9999.0,24.0,13.0,1014.0,weather_caac_report_20250524.csv
05-24,17:00,ZGGG,330.0,4.0,0.0,9999.0,23.0,15.0,1014.0,weather_caac_report_20250524.csv
05-24,17:30,ZGGG,340.0,3.0,0.0,9999.0,23.0,14.0,1013.0,weather_caac_report_20250524.csv
05-24,18:00,ZGGG,350.0,3.0,0.0,9999.0,23.0,14.0,1013.0,weather_caac_report_20250524.csv
05-24,18:30,ZGGG,320.0,2.0,0.0,9999.0,23.0,15.0,1013.0,weather_caac_report_20250524.csv
05-24,19:00,ZGGG,300.0,2.0,0.0,9999.0,23.0,15.0,1013.0,weather_caac_report_20250524.csv
05-24,19:30,ZGGG,320.0,3.0,0.0,9999.0,23.0,15.0,1013.0,weather_caac_report_20250524.csv
05-24,20:00,ZGGG,350.0,2.0,0.0,9999.0,23.0,15.0,1013.0,weather_caac_report_20250524.csv
05-24,20:30,ZGGG,350.0,3.0,0.0,9999.0,23.0,15.0,1013.0,weather_caac_report_20250524.csv
05-24,21:00,ZGGG,360.0,2.0,0.0,9999.0,23.0,16.0,1013.0,weather_caac_report_20250524.csv
05-24,21:30,ZGGG,10.0,2.0,0.0,9999.0,23.0,15.0,1013.0,weather_caac_report_20250524.csv
05-24,22:00,ZGGG,-1.0,1.0,0.0,9999.0,23.0,15.0,1013.0,weather_caac_report_20250524.csv
05-24,22:30,ZGGG,90.0,1.0,0.0,9999.0,23.0,15.0,1014.0,weather_caac_report_20250524.csv
05-24,23:00,ZGGG,70.0,1.0,0.0,9999.0,23.0,16.0,1014.0,weather_caac_report_20250524.csv
05-24,23:30,ZGGG,-1.0,1.0,0.0,9999.0,23.0,16.0,1014.0,weather_caac_report_20250524.csv
05-25,00:00,ZGGG,10.0,2.0,0.0,9999.0,23.0,15.0,1015.0,weather_caac_report_20250525.csv
05-25,00:30,ZGGG,360.0,2.0,0.0,9999.0,24.0,16.0,1015.0,weather_caac_report_20250525.csv
05-25,01:00,ZGGG,-1.0,1.0,0.0,9999.0,24.0,17.0,1015.0,weather_caac_report_20250525.csv
05-25,01:30,ZGGG,-1.0,1.0,0.0,9999.0,24.0,16.0,1016.0,weather_caac_report_20250525.csv
05-25,02:00,ZGGG,360.0,3.0,0.0,9999.0,23.0,17.0,1016.0,weather_caac_report_20250525.csv
05-25,02:30,ZGGG,10.0,5.0,0.0,9999.0,23.0,17.0,1016.0,weather_caac_report_20250525.csv
05-25,03:00,ZGGG,20.0,4.0,0.0,9999.0,23.0,17.0,1016.0,weather_caac_report_20250525.csv
05-25,03:30,ZGGG,20.0,3.0,0.0,9999.0,23.0,17.0,1016.0,weather_caac_report_20250525.csv
05-25,04:00,ZGGG,20.0,2.0,0.0,9999.0,23.0,17.0,1016.0,weather_caac_report_20250525.csv
05-25,04:30,ZGGG,360.0,4.0,0.0,9999.0,23.0,18.0,1016.0,weather_caac_report_20250525.csv
05-25,05:00,ZGGG,350.0,5.0,0.0,9999.0,22.0,18.0,1016.0,weather_caac_report_20250525.csv
05-25,05:20,ZGGG,50.0,3.0,0.0,9999.0,22.0,18.0,1016.0,weather_caac_report_20250525.csv
05-25,05:30,ZGGG,60.0,3.0,0.0,9999.0,22.0,18.0,1016.0,weather_caac_report_20250525.csv
05-25,06:00,ZGGG,40.0,4.0,0.0,9999.0,23.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,06:30,ZGGG,50.0,3.0,0.0,9999.0,23.0,17.0,1015.0,weather_caac_report_20250525.csv
05-25,07:00,ZGGG,60.0,3.0,0.0,9999.0,23.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,07:30,ZGGG,-1.0,1.0,0.0,9999.0,23.0,17.0,1014.0,weather_caac_report_20250525.csv
05-25,08:00,ZGGG,120.0,2.0,0.0,9999.0,24.0,17.0,1014.0,weather_caac_report_20250525.csv
05-25,08:30,ZGGG,50.0,2.0,0.0,9999.0,24.0,17.0,1014.0,weather_caac_report_20250525.csv
05-25,09:00,ZGGG,70.0,2.0,0.0,9999.0,24.0,18.0,1014.0,weather_caac_report_20250525.csv
05-25,09:30,ZGGG,-1.0,1.0,0.0,9999.0,24.0,17.0,1014.0,weather_caac_report_20250525.csv
05-25,10:00,ZGGG,10.0,2.0,0.0,9999.0,23.0,17.0,1015.0,weather_caac_report_20250525.csv
05-25,10:30,ZGGG,310.0,3.0,0.0,9999.0,24.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,11:00,ZGGG,-1.0,1.0,0.0,9999.0,23.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,11:30,ZGGG,-1.0,1.0,0.0,9999.0,23.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,12:00,ZGGG,-1.0,1.0,0.0,9999.0,23.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,12:30,ZGGG,0.0,0.0,0.0,9999.0,23.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,13:00,ZGGG,-1.0,1.0,0.0,9999.0,23.0,18.0,1016.0,weather_caac_report_20250525.csv
05-25,13:30,ZGGG,50.0,2.0,0.0,9999.0,23.0,19.0,1016.0,weather_caac_report_20250525.csv
05-25,14:00,ZGGG,90.0,1.0,0.0,9999.0,23.0,19.0,1017.0,weather_caac_report_20250525.csv
05-25,14:30,ZGGG,-1.0,1.0,0.0,9999.0,23.0,19.0,1017.0,weather_caac_report_20250525.csv
05-25,15:00,ZGGG,-1.0,1.0,0.0,9999.0,23.0,19.0,1017.0,weather_caac_report_20250525.csv
05-25,15:23,ZGGG,350.0,6.0,0.0,8000.0,21.0,19.0,1017.0,weather_caac_report_20250525.csv
05-25,15:30,ZGGG,360.0,7.0,0.0,8000.0,21.0,19.0,1017.0,weather_caac_report_20250525.csv
05-25,16:00,ZGGG,340.0,5.0,0.0,8000.0,20.0,19.0,1017.0,weather_caac_report_20250525.csv
05-25,16:30,ZGGG,350.0,4.0,0.0,8000.0,20.0,19.0,1016.0,weather_caac_report_20250525.csv
05-25,17:00,ZGGG,10.0,4.0,0.0,9999.0,20.0,18.0,1016.0,weather_caac_report_20250525.csv
05-25,17:30,ZGGG,20.0,3.0,0.0,9999.0,20.0,18.0,1016.0,weather_caac_report_20250525.csv
05-25,18:00,ZGGG,-1.0,1.0,0.0,9999.0,20.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,18:30,ZGGG,0.0,0.0,0.0,9999.0,20.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,19:00,ZGGG,330.0,2.0,0.0,9999.0,21.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,19:30,ZGGG,10.0,3.0,0.0,9999.0,21.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,20:00,ZGGG,340.0,3.0,0.0,9999.0,21.0,17.0,1015.0,weather_caac_report_20250525.csv
05-25,20:30,ZGGG,350.0,3.0,0.0,9999.0,21.0,17.0,1015.0,weather_caac_report_20250525.csv
05-25,21:00,ZGGG,40.0,2.0,0.0,9999.0,20.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,21:30,ZGGG,40.0,2.0,0.0,9999.0,20.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,22:00,ZGGG,-1.0,1.0,0.0,9999.0,20.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,22:30,ZGGG,-1.0,1.0,0.0,9999.0,20.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,23:00,ZGGG,0.0,0.0,0.0,9999.0,22.0,18.0,1015.0,weather_caac_report_20250525.csv
05-25,23:30,ZGGG,30.0,2.0,0.0,9999.0,22.0,17.0,1016.0,weather_caac_report_20250525.csv
05-26,00:00,ZGGG,120.0,2.0,0.0,9999.0,22.0,17.0,1016.0,weather_caac_report_20250526.csv
05-26,00:30,ZGGG,-1.0,1.0,0.0,9999.0,24.0,17.0,1016.0,weather_caac_report_20250526.csv
05-26,01:00,ZGGG,50.0,2.0,0.0,9999.0,23.0,17.0,1016.0,weather_caac_report_20250526.csv
05-26,01:30,ZGGG,20.0,2.0,0.0,9999.0,23.0,17.0,1016.0,weather_caac_report_20250526.csv
05-26,02:00,ZGGG,40.0,3.0,0.0,9999.0,25.0,18.0,1016.0,weather_caac_report_20250526.csv
05-26,02:30,ZGGG,20.0,3.0,0.0,9999.0,24.0,17.0,1017.0,weather_caac_report_20250526.csv
05-26,03:00,ZGGG,40.0,2.0,0.0,9999.0,25.0,17.0,1017.0,weather_caac_report_20250526.csv
05-26,03:30,ZGGG,-1.0,2.0,0.0,9999.0,26.0,17.0,1017.0,weather_caac_report_20250526.csv
05-26,04:00,ZGGG,10.0,3.0,0.0,9999.0,26.0,18.0,1017.0,weather_caac_report_20250526.csv
05-26,04:30,ZGGG,10.0,4.0,0.0,9999.0,26.0,18.0,1016.0,weather_caac_report_20250526.csv
05-26,05:00,ZGGG,60.0,3.0,0.0,9999.0,26.0,18.0,1016.0,weather_caac_report_20250526.csv
05-26,05:30,ZGGG,30.0,3.0,0.0,9999.0,26.0,18.0,1015.0,weather_caac_report_20250526.csv
05-26,06:00,ZGGG,40.0,3.0,0.0,9999.0,26.0,18.0,1015.0,weather_caac_report_20250526.csv
05-26,06:30,ZGGG,20.0,3.0,0.0,9999.0,26.0,19.0,1015.0,weather_caac_report_20250526.csv
05-26,07:00,ZGGG,40.0,3.0,0.0,9999.0,26.0,18.0,1014.0,weather_caac_report_20250526.csv
05-26,07:30,ZGGG,40.0,3.0,0.0,9999.0,26.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,08:00,ZGGG,40.0,2.0,0.0,9999.0,26.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,08:30,ZGGG,70.0,2.0,0.0,9999.0,26.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,09:00,ZGGG,40.0,3.0,0.0,9999.0,26.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,09:30,ZGGG,30.0,3.0,0.0,9999.0,26.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,10:00,ZGGG,360.0,4.0,0.0,9999.0,25.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,10:30,ZGGG,10.0,4.0,0.0,9999.0,25.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,11:00,ZGGG,40.0,2.0,0.0,9999.0,25.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,11:30,ZGGG,50.0,2.0,0.0,9999.0,24.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,12:00,ZGGG,50.0,2.0,0.0,9999.0,24.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,12:30,ZGGG,50.0,2.0,0.0,9999.0,24.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,13:00,ZGGG,40.0,2.0,0.0,9999.0,24.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,13:30,ZGGG,40.0,2.0,0.0,9999.0,24.0,19.0,1014.0,weather_caac_report_20250526.csv
05-26,14:00,ZGGG,30.0,2.0,0.0,9999.0,24.0,19.0,1015.0,weather_caac_report_20250526.csv
05-26,14:30,ZGGG,50.0,2.0,0.0,9999.0,24.0,19.0,1015.0,weather_caac_report_20250526.csv
05-26,15:00,ZGGG,80.0,2.0,0.0,9999.0,23.0,20.0,1015.0,weather_caac_report_20250526.csv
05-26,15:30,ZGGG,70.0,2.0,0.0,9999.0,23.0,19.0,1015.0,weather_caac_report_20250526.csv
05-26,16:00,ZGGG,70.0,1.0,0.0,9999.0,23.0,20.0,1015.0,weather_caac_report_20250526.csv
05-26,16:30,ZGGG,80.0,1.0,0.0,9999.0,23.0,20.0,1015.0,weather_caac_report_20250526.csv
05-26,17:00,ZGGG,60.0,2.0,0.0,9999.0,23.0,20.0,1015.0,weather_caac_report_20250526.csv
05-26,17:30,ZGGG,60.0,2.0,0.0,9999.0,23.0,20.0,1014.0,weather_caac_report_20250526.csv
05-26,18:00,ZGGG,40.0,2.0,0.0,9999.0,23.0,20.0,1014.0,weather_caac_report_20250526.csv
05-26,18:30,ZGGG,50.0,1.0,0.0,9999.0,23.0,20.0,1014.0,weather_caac_report_20250526.csv
05-26,19:00,ZGGG,50.0,2.0,0.0,9999.0,23.0,20.0,1014.0,weather_caac_report_20250526.csv
